"관리코드","구","동","공사명","착공일 ~ 준공일","신청자","처리상태","도로","포장","허가번호"
"인터넷-230306-01","성동구","행당동","동북선도시철도1공구 101정거장 특별피난계단<BR>(성동구 행당동   192-8 ~ 행당동   192-40)","-- ~ --","인터넷 개인굴착 그룹","신청자접수완료","특별시도","차도/보도",""
"인터넷-220604-01","종로구","이화동","이화동149번지 하수관연결공사<BR>(종로구 이화동   149 ~ 이화동   149)","2022-06-15 ~ 2022-06-19","인터넷 개인굴착 그룹","착공계 접수","구도","차도/보도","종로구-2022-개인-00060"
"인터넷-220602-02","성북구","길음동","길음역세권 주택재개발사업중(지하연결통로공사)<BR>(성북구 길음동   875-1 ~ 길음동   875-1)","-- ~ --","인터넷 개인굴착 그룹","허가","구도","차도","성북구-2022-개인-00067"
"인터넷-220602-02","성북구","길음동","길음역세권 주택재개발사업중(지하연결통로공사)<BR>(성북구 길음동   541-6 ~ 길음동   541-154)","-- ~ --","인터넷 개인굴착 그룹","허가","특별시도","보도","성북구-2022-개인-00067"
"인터넷-211110-22","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1001-11 ~ 시흥동   1001-11)","2021-11-15 ~ 2021-11-30","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","금천구-2021-개인-00163"
"인터넷-210825-22","노원구","중계동","동북선 도시철도 민간투자사업 4공구<BR>(노원구 중계동   591 ~ 중계동   591)","2021-09-03 ~ 2024-12-31","인터넷 개인굴착 그룹","착공계 접수","기타","보도","노원구-2021-개인-00070"
"인터넷-210825-22","노원구","중계동","동북선 도시철도 민간투자사업 4공구<BR>(노원구 중계동   370 ~ 중계동   370)","2021-09-03 ~ 2024-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","노원구-2021-개인-00070"
"인터넷-210825-22","노원구","중계동","동북선 도시철도 민간투자사업 4공구<BR>(노원구 중계동   430-36 ~ 중계동   430-36)","2021-09-03 ~ 2024-12-31","인터넷 개인굴착 그룹","착공계 접수","구도","보도","노원구-2021-개인-00070"
"인터넷-210825-21","노원구","중계동","동북선 도시철도 민간투자사업 4공구<BR>(노원구 중계동   369-1 ~ 중계동   369-1)","2021-09-03 ~ 2024-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","노원구-2021-개인-00067"
"인터넷-210825-21","노원구","중계동","동북선 도시철도 민간투자사업 4공구<BR>(노원구 중계동   364-16 ~ 중계동   364-16)","2021-09-03 ~ 2024-12-31","인터넷 개인굴착 그룹","착공계 접수","구도","차도","노원구-2021-개인-00067"
"인터넷-210825-21","노원구","중계동","동북선 도시철도 민간투자사업 4공구<BR>(노원구 중계동   360-4 ~ 중계동   360-4)","2021-09-03 ~ 2024-12-31","인터넷 개인굴착 그룹","착공계 접수","구도","보도","노원구-2021-개인-00067"
"인터넷-210728-05","금천구","시흥동","신안산선 복선전철 민간투자사업 제3-1공구<BR>(금천구 시흥동   1001-11 ~ 시흥동   1001-12)","2021-08-20 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","금천구-2021-개인-00109"
"인터넷-210728-05","금천구","시흥동","신안산선 복선전철 민간투자사업 제3-1공구<BR>(금천구 시흥동   1001-9 ~ 시흥동   1001-12)","2021-08-20 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","금천구-2021-개인-00109"
"인터넷-210728-05","금천구","시흥동","신안산선 복선전철 민간투자사업 제3-1공구<BR>(금천구 시흥동   1001-7 ~ 시흥동   1001-9)","2021-08-20 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","금천구-2021-개인-00109"
"인터넷-210728-05","금천구","시흥동","신안산선 복선전철 민간투자사업 제3-1공구<BR>(금천구 시흥동   1001-11 ~ 시흥동   1001-11)","2021-08-20 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","금천구-2021-개인-00109"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-71 ~ 시흥동   1000-71)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-71 ~ 시흥동   1000-71)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-71 ~ 시흥동   1000-71)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-71 ~ 시흥동   1000-71)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-71 ~ 시흥동   1000-73)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-71 ~ 시흥동   1000-71)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-71 ~ 시흥동   1000-71)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-70 ~ 시흥동   1000-70)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","구도","차도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-70 ~ 시흥동   1000-70)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","구도","차도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-70 ~ 시흥동   1000-70)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","구도","차도","금천구-2021-개인-00067"
"인터넷-210511-16","금천구","시흥동","신안산선 복선전철 3-1공구<BR>(금천구 시흥동   1000-71 ~ 시흥동   1000-71)","2021-08-03 ~ 2025-04-09","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","금천구-2021-개인-00067"
"인터넷-201027-01","성북구","장위동","동북선도시철도건설공사(3공구)<BR>(성북구 장위동   316-7 ~ 장위동   316-7)","2020-12-21 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00124"
"인터넷-201027-01","성북구","장위동","동북선도시철도건설공사(3공구)<BR>(성북구 장위동   311-9 ~ 장위동   311-20)","2020-12-21 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00124"
"인터넷-201027-01","성북구","장위동","동북선도시철도건설공사(3공구)<BR>(성북구 장위동   310-18 ~ 장위동   310-22)","2020-12-21 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00124"
"인터넷-201027-01","성북구","장위동","동북선도시철도건설공사(3공구)<BR>(성북구 장위동   310-18 ~ 장위동   310-22)","2020-12-21 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00124"
"인터넷-201027-01","성북구","장위동","동북선도시철도건설공사(3공구)<BR>(성북구 장위동   319-3 ~ 장위동   319-3)","2020-12-21 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00124"
"인터넷-201007-27","노원구","중계동","동북선 도시철도 민간투자사업(4공구)<BR>(노원구 중계동   한글비석로262 ~ 상계동   173)","2020-12-15 ~ 2025-10-07","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","노원구-2020-개인-00096"
"인터넷-200908-17","강북구","번동","동북선도시철도건설공사(3공구)<BR>(강북구 번동   56-1 ~ 번동   612-9)","2020-12-21 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","강북구-2020-개인-00091"
"인터넷-200908-17","강북구","번동","동북선도시철도건설공사(3공구)<BR>(강북구 번동   89-1 ~ 번동   97-1)","2020-12-21 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","강북구-2020-개인-00091"
"인터넷-200831-15","강북구","번동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(강북구 번동   월계로 173 ~ 번동   83-12, 번동 83-13)","2020-12-12 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","강북구-2020-개인-00085"
"인터넷-200831-15","강북구","미아동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(강북구 미아동   1318-1, 미아동 1317-10 ~ 미아동   8-361)","2020-12-12 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","강북구-2020-개인-00085"
"인터넷-200831-15","강북구","미아동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(강북구 미아동   14-2, 미아동 864-38 ~ 미아동   13-23)","2020-12-12 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","강북구-2020-개인-00085"
"인터넷-200831-15","강북구","미아동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(강북구 미아동   도봉로 36-1 ~ 미아동   도봉로 45-1)","2020-12-12 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","강북구-2020-개인-00085"
"인터넷-200830-07","성북구","하월곡동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 하월곡동   98-4, 산2-77, 98-7 ~ 하월곡동   225-10, 8-361)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","하월곡동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 하월곡동   98-4,산2-77, 산2-76, 산2-129, 98-7, 225-10 ~ 하월곡동   산1-2, 산1-3, 98-6, 산1-1, 98-5, 98-10, 77-25, 8-361)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","길음동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 길음동   33-1 ~ 길음동   33-1)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","길음동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 길음동   864-1, 864-37 ~ 길음동   33-1, 35-31)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","하월곡동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 하월곡동   88-5, 88-1, 103, 0-11, 200, 104-161, 104-143 ~ 길음동   15-3, 860-64)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","하월곡동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 하월곡동   230-2 ~ 하월곡동   230-2)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","하월곡동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 하월곡동   오패산로 1가길 17-1, 88-5 ~ 하월곡동   230-2, 230-1)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 종암동   종암로 127-1, 3-173, 3-700, 132-2 ~ 종암동   3-1037, 3-1038, 3-54)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 종암동   종암로127-1, 3-173 ~ 종암동   3-54, 3-1288)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 종암동   15-6 ~ 종암동   15-6)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 종암동   15-6 ~ 종암동   68-3)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 종암동   종암로 701, 13-3 ~ 종암동   45-215)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00117"
"인터넷-200830-07","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(2공구)<BR>(성북구 종암동   종암로 70-1, 종암동 13-3 ~ 종암동   종암동 45-215, 종암동 15-2)","2020-12-14 ~ 2025-12-31","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00117"
"인터넷-200821-27","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(성북구 종암동   23-10도 ~ 종암동   18-346구)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","보도","성북구-2020-개인-00126"
"인터넷-200821-27","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(성북구 종암동   12-33도 ~ 종암동   12-23도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00126"
"인터넷-200821-27","성북구","종암동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(성북구 종암동   29-18도 ~ 종암동   136-207도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","성북구-2020-개인-00126"
"인터넷-200821-26","동대문구","제기동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 제기동   136-207도 ~ 제기동   136-354도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200821-26","동대문구","제기동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 제기동   856도 ~ 제기동   728-3대)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200821-26","동대문구","용두동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 용두동   17-1도 ~ 제기동   856도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200821-26","동대문구","용두동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 용두동   47-1도 ~ 용두동   47-38도)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200821-26","동대문구","용두동","동북선 도시철도 민간투자사업 건설공사(1공구)<BR>(동대문구 용두동   47-1도 ~ 용두동   791-2공)","2022-04-01 ~ 2026-07-14","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도/보도","동대문구-2020-개인-00105"
"인터넷-200719-01","강남구","청담동","수도권광역급행철도 A노선 본선환기구#24 공사<BR>(강남구 청담동   77도 ~ 청담동   77-4도)","2020-08-27 ~ 2025-06-30","인터넷 개인굴착 그룹","착공계 접수","특별시도","차도","강남구-2020-개인-00218"
"개인-201123-02","서대문구","연희동","사천 빗물펌프장 터파기<BR>(서대문구 연희동   446-92 ~ 연희동   446-92)","2021-01-07 ~ 2022-06-30","서대문구","착공계 접수","특별시도","차도","서대문구-2020-개인-00145"
"일반-230608-79","마포구","대흥동","6호선 대흥역 승강편의시설 설치공사(60공구)<BR>(마포구 대흥동   161-2 ~ 대흥동   216-5)","-- ~ --","서울교통공사","협의완료","특별시도","차도/보도",""
"일반-230329-22","송파구","잠실동","올림픽로35길 장기사용 송배수관 정비공사<BR>(송파구 잠실동   31(잠실대교남단삼거리 횡단) ~ 잠실동   31(잠실대교남단삼거리 횡단))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-21","송파구","신천동","올림픽로35길 장기사용 송배수관 정비공사<BR>(송파구 신천동   송파대로 570 (잠실대교남단사거리) ~ 신천동   올림픽로35길 93(잠실나루사거리))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-20","송파구","신천동","올림픽로35길 장기사용 송배수관 정비공사<BR>(송파구 신천동   올림픽로35길 93(잠실나루사거리) ~ 신천동   올림픽로 417(올림픽회관 사거리))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-17","송파구","잠실동","송파대로 장기사용 송배수관 정비공사<BR>(송파구 잠실동   31(잠실역 북측 횡단) ~ 잠실동   31(잠실역 북측 횡단))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-16","송파구","잠실동","송파대로 장기사용 송배수관 정비공사<BR>(송파구 잠실동   31(잠실대교 남단사거리) ~ 잠실동   31(잠실역사거리))","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-14","송파구","잠실동","송파대로 장기사용 송배수관 정비공사<BR>(송파구 잠실동   31(횡단, 올림픽로 지하 196) ~ 잠실동   31)","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","차도",""
"일반-230329-14","송파구","잠실동","송파대로 장기사용 송배수관 정비공사<BR>(송파구 잠실동   송파대로 551-2(주공5단지 코너) ~ 잠실동   올림픽로 지하196)","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","특별시도","보도",""
"일반-230313-90","용산구","갈월동","경부선 원효가도교 개량공사<BR>(용산구 갈월동   96-1번지 ~ 갈월동   96-1번지)","-- ~ --","국가철도공단 수도권본부","신청자접수완료","구도","차도",""
"일반-230313-90","용산구","갈월동","경부선 원효가도교 개량공사<BR>(용산구 갈월동   96-1번지 ~ 갈월동   96-1번지)","-- ~ --","국가철도공단 수도권본부","신청자접수완료","구도","차도",""
"일반-230221-60","금천구","가산동","7호선 가산디지털단지역 4번 출입구 승강편의시설 설치공사(53공구)<BR>(금천구 가산동   60-66 ~ 가산동   60-15)","-- ~ --","서울교통공사","협의요청","구도","차도/보도",""
"일반-221116-06","종로구","수송동","수송동 80-7 관로공사<BR>(종로구 수송동   80-7 ~ 수송동   80-7)","-- ~ --","㈜KT 서울북부마케팅단 광화문지사","허가","구도","차도/보도","종로구-2022-통신-00098"
"일반-221017-39","도봉구","창동","서울도봉 자운고등학교 통학로 지중화공사 관로<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","SK브로드밴드","허가","구도","차도/보도","도봉구-2022-통신-00029"
"일반-221017-39","도봉구","창동","서울도봉 자운고등학교 통학로 지중화공사 관로<BR>(도봉구 창동   807-1 ~ 창동   1-12)","-- ~ --","SK브로드밴드","허가","구도","차도/보도","도봉구-2022-통신-00029"
"일반-221004-16","종로구","관철동","관철동 조선냉장 고압 신규고객<BR>(종로구 관철동   24 ~ 관철동   24)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","신청자접수완료","구도","차도",""
"일반-220928-22","서대문구","냉천동","교남동 일대 저압선로 고장 복구공사(본)(윤태환)<BR>(서대문구 냉천동   204-1 ~ 냉천동   237)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","특별시도","차도",""
"일반-220927-39","동작구","대방동","@노량진SW 132 변압기라인 간선화공사<BR>(동작구 대방동   338-6@ ~ 대방동   338-6@)","-- ~ --","한국전력공사 관악동작지사","검토완료","특별시도","보도","동작구-2022-전기-00031"
"일반-220923-18","영등포구","양평동3가","목동교~도림천 간 장기사용 송배수관 정비공사<BR>(영등포구 양평동3가   29-3 ~ 양평동3가   29-3)","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","구도","보도",""
"일반-220919-81","서초구","반포동","반포동1-19 신반포3차 문화시설 일반용(을)고압A 600kW 신설(기대, 황건웅)<BR>(서초구 반포동   1-19 ~ 반포동   1-19)","-- ~ --","한국전력공사 서초지사","허가","구도","차도","서초구-2022-전기-00114"
"일반-220915-97","영등포구","양평동4가","목동교~도림천 간 장기사용 송배수관 정비공사<BR>(영등포구 양평동4가   20-4 ~ 양평동4가   20-4)","-- ~ --","서울시 상수도사업본부(시설건설과)","신청자접수완료","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","기타","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","차도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-12 ~ 창동   1-12)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   1-24 ~ 창동   1-24)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
"일반-220908-33","도봉구","창동","도봉구 자운고등학교 통학로 지중화공사<BR>(도봉구 창동   808 ~ 창동   808)","-- ~ --","한국전력공사 서울지역본부(전력사업처)","협의요청","구도","보도",""
